Accident_ID,Date,Time_of_Day,Weather,Road_Condition,Vehicle_Density,Avg_Speed,Driver_Distraction,Traffic_Signal_Status,Vehicles_Involved,Casualties,Claim_Amount,Claim_Severity
4510,2025-09-24 00:00:00,Night,Clear,Wet,13,58,None,Working,5,8,873216,Medium
2351,2024-03-09 00:00:00,Evening,Clear,Wet,117,50,Fatigue,Working,1,2,908497,Medium
2941,2025-01-04 00:00:00,Afternoon,Clear,Dry,17,58,Phone,Working,2,1,418833,Low
2076,2025-02-07 00:00:00,Night,Clear,Water-logged,52,118,None,Blinking,5,2,690005,Medium
1444,2025-09-22 00:00:00,Afternoon,Clear,Dry,63,43,None,Not Working,5,2,531910,Low
2604,2025-04-20 00:00:00,Afternoon,Haze,Dry,81,27,None,Not Working,2,1,23162,Low
432,2025-06-08 00:00:00,Evening,Clear,Dry,106,65,None,Working,2,9,33040,Medium
3293,2024-10-27 00:00:00,Afternoon,Clear,Dry,93,74,Other,Working,1,1,542407,Medium
3549,2023-11-13 00:00:00,Afternoon,Clear,Water-logged,41,52,None,Working,5,7,712528,Medium
4702,2025-01-19 00:00:00,Morning,Clear,Dry,113,27,Phone,Not Working,4,4,386495,Medium
1045,2024-02-14 00:00:00,Night,Rain,Dry,36,22,Phone,Working,2,8,648687,Medium
1819,2025-01-03 00:00:00,Evening,Fog,Wet,78,49,None,Working,3,3,931553,Medium
79,2024-12-26 00:00:00,Afternoon,Clear,Dry,70,77,None,Working,4,1,503953,Medium
332,2023-03-22 00:00:00,Evening,Clear,Dry,30,48,None,Working,2,8,746032,Medium
1126,2024-01-06 00:00:00,Evening,Rain,Wet,48,104,None,Working,1,2,138034,Medium
4812,2023-05-25 00:00:00,Night,Fog,Dry,104,60,Other,Working,5,1,516014,Medium
4986,2025-01-23 00:00:00,Morning,Rain,Dry,44,87,Phone,Working,3,9,558264,High
2593,2024-02-22 00:00:00,Evening,Rain,Dry,18,95,None,Not Working,1,7,573857,Medium
2776,2023-04-21 00:00:00,Afternoon,Clear,Dry,94,95,None,Not Working,4,5,97356,Medium
988,2025-05-20 00:00:00,Afternoon,Haze,Dry,34,103,Fatigue,Working,3,7,262999,Medium
2663,2024-01-25 00:00:00,Morning,Rain,Wet,19,95,None,Working,2,3,827958,Medium
1957,2025-11-27 00:00:00,Evening,Clear,Wet,79,97,Phone,Working,4,1,183278,Medium
4708,2023-02-22 00:00:00,Morning,Clear,Dry,59,25,Fatigue,Blinking,2,3,824470,Low
4061,2023-07-15 00:00:00,Afternoon,Haze,Wet,30,100,None,Not Working,1,2,781194,Medium
3324,2024-06-20 00:00:00,Evening,Clear,Dry,41,117,Phone,Working,2,5,635935,Medium
4768,2024-07-21 00:00:00,Morning,Rain,Damaged,82,21,Phone,Working,4,2,861903,Medium
909,2025-10-16 00:00:00,Afternoon,Clear,Wet,26,92,Phone,Working,2,9,216191,High
3051,2023-10-09 00:00:00,Morning,Clear,Water-logged,25,38,None,Blinking,2,9,350138,Medium
176,2023-06-23 00:00:00,Morning,Fog,Dry,80,44,Phone,Working,3,7,707481,Medium
1232,2025-09-08 00:00:00,Morning,Haze,Wet,15,72,Other,Working,4,4,970397,Medium
3815,2023-09-25 00:00:00,Afternoon,Rain,Dry,90,50,None,Working,5,4,754839,Medium
2113,2023-01-24 00:00:00,Morning,Clear,Dry,17,99,Phone,Working,4,2,30927,Medium
484,2025-12-12 00:00:00,Evening,Rain,Dry,30,108,Phone,Not Working,5,6,131108,Medium
519,2023-12-20 00:00:00,Night,Clear,Wet,38,104,None,Working,3,2,489974,Medium
2565,2024-10-01 00:00:00,Afternoon,Clear,Dry,67,72,Fatigue,Working,2,0,167955,Low
3192,2023-02-02 00:00:00,Night,Clear,Dry,110,102,Phone,Working,1,0,156094,Medium
612,2024-04-07 00:00:00,Evening,Rain,Wet,47,92,None,Working,3,6,147616,Medium
1866,2025-01-22 00:00:00,Night,Clear,Dry,63,98,None,Not Working,3,7,251770,Medium
231,2024-12-23 00:00:00,Evening,Rain,Dry,106,60,None,Working,3,8,486694,Medium
360,2025-11-29 00:00:00,Evening,Clear,Wet,98,25,None,Working,2,0,660914,Low
3122,2023-04-24 00:00:00,Morning,Rain,Dry,48,22,None,Working,1,0,555114,Low
2299,2025-03-08 00:00:00,Morning,Clear,Dry,102,112,None,Working,1,7,572178,High
2416,2025-11-15 00:00:00,Night,Clear,Dry,15,34,Other,Not Working,1,7,602385,Medium
16,2023-07-07 00:00:00,Morning,Clear,Dry,95,42,Phone,Working,5,2,552482,Medium
1602,2023-01-22 00:00:00,Afternoon,Rain,Wet,15,45,None,Working,2,6,357366,Medium
3190,2025-08-05 00:00:00,Evening,Clear,Damaged,64,106,Phone,Working,2,9,873741,Medium
637,2023-12-09 00:00:00,Evening,Rain,Dry,79,24,Phone,Not Working,1,9,45596,High
2699,2023-09-25 00:00:00,Evening,Clear,Water-logged,115,48,Phone,Working,4,0,762063,Medium
3285,2025-12-04 00:00:00,Afternoon,Rain,Dry,78,56,Phone,Working,1,8,41828,Medium
922,2024-05-26 00:00:00,Afternoon,Haze,Dry,82,115,Fatigue,Blinking,1,7,864542,High
2368,2025-09-02 00:00:00,Evening,Rain,Dry,11,113,None,Working,2,3,392104,Medium
2495,2025-11-29 00:00:00,Evening,Fog,Dry,118,115,None,Working,2,0,446116,Medium
641,2023-08-10 00:00:00,Morning,Rain,Dry,114,114,None,Blinking,3,9,623456,High
689,2025-07-17 00:00:00,Evening,Clear,Wet,83,89,Phone,Working,3,9,710763,High
4299,2023-06-02 00:00:00,Afternoon,Haze,Dry,101,53,None,Working,2,8,639217,Medium
1415,2025-01-09 00:00:00,Evening,Clear,Dry,100,55,None,Not Working,1,6,351900,Medium
88,2024-10-10 00:00:00,Evening,Clear,Dry,16,67,Fatigue,Working,4,2,819005,Low
4384,2025-01-24 00:00:00,Evening,Clear,Dry,43,118,None,Working,3,3,750694,Medium
2831,2023-03-30 00:00:00,Afternoon,Clear,Dry,66,64,None,Working,5,6,451565,Medium
1430,2023-04-02 00:00:00,Night,Rain,Dry,36,95,None,Blinking,3,1,799813,Medium
3485,2024-01-09 00:00:00,Evening,Rain,Wet,62,119,Phone,Not Working,4,4,965198,High
2174,2025-08-02 00:00:00,Night,Rain,Damaged,72,79,None,Working,5,2,520796,Medium
3708,2024-03-13 00:00:00,Afternoon,Clear,Dry,30,50,Fatigue,Working,3,1,587599,Low
2303,2024-09-28 00:00:00,Evening,Clear,Dry,52,74,Phone,Not Working,4,3,243096,Medium
2561,2023-06-16 00:00:00,Evening,Rain,Wet,103,96,None,Blinking,3,5,272321,High
2865,2025-09-06 00:00:00,Afternoon,Clear,Dry,64,42,Phone,Not Working,2,3,504069,Medium
3357,2023-10-17 00:00:00,Evening,Clear,Dry,82,59,Phone,Working,5,2,490955,Medium
1842,2025-04-08 00:00:00,Afternoon,Clear,Dry,69,111,None,Working,5,0,481889,Low
63,2025-09-22 00:00:00,Night,Clear,Dry,106,94,Phone,Working,3,9,861709,High
4064,2023-01-07 00:00:00,Afternoon,Clear,Dry,78,63,None,Not Working,3,3,94538,Low
1295,2025-04-22 00:00:00,Night,Fog,Dry,109,56,None,Working,4,6,353420,Medium
2712,2025-05-23 00:00:00,Evening,Clear,Dry,24,24,Phone,Working,1,1,688786,Low
2627,2023-02-27 00:00:00,Morning,Fog,Dry,27,75,Fatigue,Working,2,2,209159,Low
1243,2025-09-11 00:00:00,Evening,Clear,Dry,55,64,Fatigue,Working,4,8,405099,Medium
2023,2024-09-06 00:00:00,Night,Haze,Water-logged,86,65,Fatigue,Working,4,0,263560,Medium
1851,2023-11-23 00:00:00,Afternoon,Clear,Dry,81,99,None,Working,5,6,378661,Medium
4433,2025-04-24 00:00:00,Afternoon,Rain,Dry,27,97,Phone,Working,3,7,133205,Medium
3136,2024-03-13 00:00:00,Evening,Clear,Damaged,54,82,None,Not Working,4,2,293993,Low
3742,2023-07-16 00:00:00,Night,Clear,Dry,21,104,None,Working,4,4,169538,Medium
870,2024-06-26 00:00:00,Night,Rain,Dry,76,34,None,Not Working,5,0,816001,Low
141,2024-07-07 00:00:00,Night,Rain,Dry,97,70,None,Working,1,8,572665,Medium
4960,2025-09-13 00:00:00,Evening,Clear,Dry,33,89,Other,Working,5,5,612556,Medium
1990,2025-09-14 00:00:00,Evening,Clear,Water-logged,118,94,None,Working,2,2,156952,Medium
4868,2024-05-23 00:00:00,Morning,Clear,Dry,51,118,Phone,Working,3,4,294401,Medium
2464,2025-11-03 00:00:00,Evening,Clear,Wet,48,55,None,Working,4,7,897341,Medium
4926,2024-03-13 00:00:00,Afternoon,Clear,Dry,105,103,Phone,Working,1,9,209342,High
686,2024-05-22 00:00:00,Evening,Rain,Dry,22,107,None,Working,3,3,631125,Medium
626,2024-04-03 00:00:00,Afternoon,Fog,Wet,119,57,None,Working,3,2,573911,Medium
1718,2023-02-09 00:00:00,Evening,Clear,Wet,41,56,None,Working,4,0,862250,Low
1528,2025-04-01 00:00:00,Afternoon,Fog,Wet,83,90,None,Working,5,8,629486,High
3980,2023-01-22 00:00:00,Afternoon,Clear,Dry,110,91,Fatigue,Not Working,4,2,231395,Medium
3703,2023-04-29 00:00:00,Afternoon,Clear,Wet,106,27,Fatigue,Working,3,9,408829,Medium
1712,2024-04-05 00:00:00,Morning,Clear,Dry,32,47,Phone,Working,3,3,642205,Low
4009,2023-08-07 00:00:00,Evening,Clear,Dry,53,85,Fatigue,Working,5,6,979991,Medium
2832,2024-06-19 00:00:00,Evening,Clear,Dry,75,107,None,Working,5,2,88117,Medium
155,2023-10-22 00:00:00,Night,Rain,Wet,57,38,None,Not Working,3,2,908858,Medium
1702,2023-01-14 00:00:00,Afternoon,Rain,Dry,81,106,None,Working,1,9,570184,High
3894,2024-06-03 00:00:00,Afternoon,Clear,Water-logged,48,25,None,Working,2,6,153564,Low
3714,2024-06-20 00:00:00,Evening,Clear,Dry,113,70,None,Not Working,1,5,604035,Medium
2675,2025-03-18 00:00:00,Night,Clear,Dry,95,26,None,Not Working,5,9,314886,Medium
2247,2025-06-03 00:00:00,Morning,Rain,Dry,105,26,None,Working,3,3,391196,Medium
1910,2024-12-28 00:00:00,Morning,Clear,Dry,101,110,Fatigue,Working,1,4,177030,High
1253,2024-08-28 00:00:00,Morning,Clear,Water-logged,43,103,None,Working,4,5,832739,Medium
1379,2024-03-09 00:00:00,Afternoon,Haze,Dry,90,25,Phone,Working,2,9,883422,Medium
2314,2025-09-26 00:00:00,Evening,Clear,Dry,117,111,None,Not Working,4,8,810616,High
761,2025-08-14 00:00:00,Morning,Rain,Dry,60,119,None,Working,1,6,671511,High
3625,2023-10-15 00:00:00,Morning,Clear,Dry,110,88,None,Working,2,7,789333,Medium
3716,2025-11-25 00:00:00,Afternoon,Fog,Dry,79,56,Phone,Working,5,2,858974,Medium
3832,2024-07-21 00:00:00,Night,Clear,Dry,56,26,None,Working,2,5,124481,Low
3199,2025-11-01 00:00:00,Morning,Rain,Dry,78,110,None,Working,2,2,529522,Medium
2885,2023-06-30 00:00:00,Morning,Clear,Dry,52,105,None,Blinking,3,1,747498,Medium
376,2024-02-07 00:00:00,Afternoon,Rain,Dry,35,26,None,Working,3,8,886834,Medium
3539,2024-03-06 00:00:00,Evening,Clear,Wet,15,88,Fatigue,Working,4,3,668190,Low
942,2024-05-11 00:00:00,Evening,Clear,Wet,37,43,Fatigue,Not Working,5,4,844457,Low
509,2025-05-04 00:00:00,Night,Clear,Wet,74,91,None,Working,4,3,107825,Medium
674,2024-04-20 00:00:00,Evening,Clear,Dry,57,111,None,Working,4,0,160656,Medium
4387,2023-11-29 00:00:00,Night,Haze,Wet,69,96,None,Working,5,4,138505,High
1346,2023-11-09 00:00:00,Afternoon,Clear,Damaged,63,88,None,Not Working,2,1,544694,Medium
3810,2024-06-16 00:00:00,Morning,Clear,Dry,11,51,Phone,Not Working,1,6,456392,Medium
98,2025-12-07 00:00:00,Afternoon,Clear,Wet,109,80,None,Working,1,7,177078,Medium
1948,2025-06-01 00:00:00,Morning,Clear,Dry,71,77,None,Not Working,3,7,285905,Medium
2931,2024-02-19 00:00:00,Evening,Fog,Dry,88,94,None,Working,2,6,113672,Medium
871,2025-03-01 00:00:00,Afternoon,Clear,Dry,55,54,None,Blinking,1,9,142472,Medium
1135,2025-04-21 00:00:00,Evening,Clear,Dry,74,68,None,Not Working,2,9,23703,Medium
1093,2024-11-10 00:00:00,Evening,Clear,Dry,118,56,None,Working,1,4,761996,Medium
1799,2023-05-30 00:00:00,Morning,Clear,Dry,48,23,Fatigue,Working,1,4,281038,Low
3243,2024-09-26 00:00:00,Evening,Clear,Dry,67,82,Phone,Working,3,9,423057,Medium
1255,2023-05-15 00:00:00,Evening,Clear,Dry,19,80,Fatigue,Working,5,3,555254,Medium
764,2023-02-03 00:00:00,Evening,Clear,Dry,66,66,Phone,Working,4,4,204247,Medium
1095,2024-08-04 00:00:00,Morning,Clear,Dry,101,53,None,Working,1,8,667314,Medium
4734,2023-10-06 00:00:00,Night,Rain,Wet,70,65,Fatigue,Not Working,3,3,230867,Medium
939,2024-03-14 00:00:00,Morning,Clear,Dry,119,56,None,Not Working,2,7,942940,Medium
3427,2025-02-10 00:00:00,Evening,Clear,Dry,79,38,Phone,Working,3,6,939732,Medium
826,2024-07-01 00:00:00,Night,Clear,Dry,60,52,None,Working,5,7,569012,Medium
1130,2024-01-03 00:00:00,Afternoon,Clear,Water-logged,92,33,Fatigue,Blinking,3,0,732338,Low
2761,2025-03-16 00:00:00,Morning,Rain,Dry,69,97,None,Blinking,4,8,403974,High
783,2024-06-16 00:00:00,Afternoon,Rain,Water-logged,36,64,None,Working,5,1,780579,Low
2133,2025-03-16 00:00:00,Evening,Rain,Dry,26,84,Fatigue,Working,2,2,699247,Medium
4456,2024-06-12 00:00:00,Morning,Clear,Dry,61,37,None,Working,1,6,326002,Low
3823,2023-10-12 00:00:00,Night,Clear,Damaged,46,115,None,Blinking,1,7,869727,High
2790,2023-04-19 00:00:00,Night,Rain,Dry,48,105,Phone,Working,3,1,633133,Medium
4054,2023-11-22 00:00:00,Evening,Clear,Dry,72,42,None,Working,1,0,135788,Low
3279,2025-08-24 00:00:00,Afternoon,Clear,Dry,75,48,Fatigue,Working,3,5,249671,Medium
1404,2025-11-27 00:00:00,Evening,Fog,Dry,71,114,None,Working,1,3,339689,Medium
4794,2024-07-05 00:00:00,Afternoon,Clear,Wet,68,92,None,Not Working,1,2,274944,Medium
1453,2025-05-04 00:00:00,Night,Clear,Dry,13,83,None,Working,5,4,455607,Low
2219,2024-08-23 00:00:00,Night,Haze,Dry,111,74,None,Working,3,2,389444,Medium
4272,2025-11-06 00:00:00,Night,Clear,Dry,119,76,Phone,Working,2,3,151610,Medium
348,2025-04-09 00:00:00,Morning,Clear,Water-logged,59,45,Phone,Not Working,3,7,546094,Medium
3751,2024-11-03 00:00:00,Night,Rain,Dry,91,20,None,Working,3,7,123014,Medium
1993,2023-09-13 00:00:00,Evening,Clear,Damaged,30,76,None,Working,5,5,730645,Medium
526,2023-01-17 00:00:00,Afternoon,Clear,Wet,98,48,Phone,Working,2,8,251414,Medium
4303,2023-06-05 00:00:00,Evening,Fog,Dry,87,56,Phone,Working,1,1,142282,Medium
3537,2025-04-23 00:00:00,Afternoon,Clear,Dry,36,106,Phone,Not Working,2,7,271446,Medium
3556,2024-03-13 00:00:00,Evening,Rain,Dry,50,104,Phone,Not Working,5,4,147076,Medium
3676,2023-08-28 00:00:00,Afternoon,Clear,Dry,104,93,Phone,Working,5,4,843045,Medium
2919,2023-06-03 00:00:00,Afternoon,Clear,Dry,42,95,Phone,Working,4,7,812673,Medium
2348,2025-12-13 00:00:00,Afternoon,Clear,Wet,85,107,Phone,Working,4,0,590277,Medium
4618,2025-03-02 00:00:00,Night,Haze,Dry,47,52,Phone,Not Working,3,8,290508,Medium
2901,2024-08-24 00:00:00,Morning,Rain,Water-logged,85,47,None,Working,4,5,490992,Medium
606,2023-03-05 00:00:00,Afternoon,Rain,Dry,60,89,Fatigue,Working,5,4,440372,Medium
2762,2023-01-05 00:00:00,Morning,Clear,Wet,70,66,None,Not Working,4,7,966826,Medium
1952,2025-05-04 00:00:00,Morning,Clear,Dry,34,69,None,Working,4,1,530743,Low
998,2025-05-14 00:00:00,Morning,Rain,Wet,12,55,None,Working,1,8,912672,Medium
912,2024-11-26 00:00:00,Afternoon,Haze,Wet,37,94,Other,Working,5,8,65252,High
3141,2024-12-09 00:00:00,Afternoon,Clear,Damaged,60,24,Fatigue,Working,4,9,788509,Medium
3530,2023-08-03 00:00:00,Afternoon,Rain,Dry,52,116,None,Working,5,9,149340,High
3437,2024-10-27 00:00:00,Morning,Clear,Dry,60,48,Phone,Working,5,7,218207,Medium
3990,2024-09-13 00:00:00,Night,Rain,Dry,90,55,None,Not Working,1,1,298391,Medium
1310,2024-06-07 00:00:00,Night,Fog,Dry,66,21,Other,Not Working,4,6,376931,Medium
1497,2023-02-14 00:00:00,Evening,Clear,Dry,53,64,Fatigue,Working,1,9,709278,Medium
2945,2025-11-22 00:00:00,Evening,Clear,Dry,75,51,None,Working,4,8,89195,Medium
4528,2025-11-16 00:00:00,Night,Clear,Dry,85,78,Phone,Working,2,7,157958,High
2297,2025-05-25 00:00:00,Morning,Clear,Dry,17,56,Fatigue,Working,2,7,78095,Medium
4119,2025-06-02 00:00:00,Morning,Haze,Damaged,119,116,Other,Working,4,5,708641,High
3746,2023-05-30 00:00:00,Morning,Clear,Dry,99,112,Phone,Working,4,8,923729,High
3278,2025-03-11 00:00:00,Afternoon,Clear,Wet,69,117,Fatigue,Working,5,1,458804,Medium
1455,2025-07-08 00:00:00,Morning,Haze,Damaged,74,62,Phone,Working,5,8,425525,High
510,2024-12-27 00:00:00,Evening,Clear,Dry,60,96,None,Not Working,5,4,938929,Medium
3680,2025-01-01 00:00:00,Afternoon,Clear,Dry,49,45,None,Working,1,5,723556,Medium
3730,2025-06-25 00:00:00,Evening,Clear,Dry,40,119,Phone,Working,2,7,375349,Medium
3310,2024-04-06 00:00:00,Afternoon,Clear,Dry,59,74,Phone,Working,2,7,451954,Medium
4936,2025-11-16 00:00:00,Afternoon,Clear,Water-logged,38,105,None,Blinking,3,7,394542,Medium
2696,2025-08-08 00:00:00,Evening,Rain,Wet,14,86,None,Not Working,5,9,861021,Medium
107,2023-12-20 00:00:00,Afternoon,Clear,Dry,10,110,Fatigue,Working,1,5,934684,Medium
2129,2023-04-11 00:00:00,Night,Clear,Wet,98,96,None,Working,5,8,633591,Medium
3711,2025-09-28 00:00:00,Morning,Fog,Dry,111,60,None,Working,1,8,618413,High
1885,2023-07-24 00:00:00,Morning,Haze,Wet,21,35,Phone,Working,5,4,116270,Low
209,2024-04-11 00:00:00,Morning,Fog,Dry,83,30,Fatigue,Blinking,4,0,611410,Low
3831,2025-01-07 00:00:00,Afternoon,Clear,Dry,55,63,Fatigue,Not Working,4,8,691086,Medium
4022,2024-04-20 00:00:00,Morning,Fog,Dry,76,52,None,Not Working,2,8,110874,Medium
4710,2024-06-04 00:00:00,Evening,Rain,Dry,16,115,Phone,Not Working,3,7,231812,High
1691,2023-04-26 00:00:00,Morning,Rain,Dry,107,98,None,Working,4,4,504272,High
1542,2024-08-03 00:00:00,Morning,Fog,Dry,38,87,Phone,Working,4,0,820828,Medium
2508,2023-08-06 00:00:00,Afternoon,Clear,Damaged,98,20,None,Working,5,1,117962,Low
4024,2023-04-14 00:00:00,Night,Clear,Dry,19,89,None,Working,4,2,832744,Low
876,2023-03-25 00:00:00,Morning,Clear,Dry,27,111,Phone,Working,5,8,119943,Medium
3999,2024-03-11 00:00:00,Evening,Clear,Dry,44,98,Other,Working,3,0,775981,Medium
1270,2023-06-09 00:00:00,Afternoon,Rain,Dry,113,36,None,Working,4,5,398508,Medium
1242,2023-01-23 00:00:00,Evening,Clear,Water-logged,37,26,None,Working,2,5,375151,Low
2786,2025-06-10 00:00:00,Morning,Clear,Wet,115,27,Phone,Working,1,3,666528,Low
2798,2024-10-06 00:00:00,Evening,Clear,Dry,97,57,None,Working,2,9,352631,Medium
1821,2024-04-03 00:00:00,Morning,Clear,Water-logged,112,24,None,Working,5,5,254937,Low
1479,2023-05-24 00:00:00,Evening,Clear,Dry,74,22,Phone,Working,1,5,386646,Low
1580,2025-11-17 00:00:00,Evening,Rain,Wet,58,93,None,Not Working,1,2,457319,Medium
350,2024-10-03 00:00:00,Evening,Rain,Dry,116,78,None,Working,3,1,313436,Medium
1579,2024-09-19 00:00:00,Evening,Clear,Wet,102,41,Other,Working,3,2,66037,Medium
1960,2025-08-18 00:00:00,Evening,Haze,Water-logged,65,74,Phone,Working,5,1,177681,Medium
1049,2025-03-08 00:00:00,Night,Fog,Dry,19,113,None,Not Working,1,0,310443,Medium
347,2025-01-01 00:00:00,Evening,Clear,Dry,77,106,Fatigue,Working,3,1,418951,Medium
2202,2024-11-30 00:00:00,Morning,Clear,Wet,95,32,None,Working,3,8,242021,Medium
3428,2023-09-29 00:00:00,Evening,Haze,Wet,41,75,None,Working,5,4,810481,Medium
4695,2023-12-28 00:00:00,Afternoon,Clear,Dry,19,62,None,Working,2,5,768068,Medium
4758,2023-10-15 00:00:00,Evening,Haze,Wet,61,30,None,Working,5,2,434077,Medium
631,2024-06-11 00:00:00,Evening,Rain,Dry,10,54,Phone,Working,1,8,21351,Medium
4774,2023-10-21 00:00:00,Night,Clear,Dry,26,55,Phone,Working,5,3,944962,Low
108,2023-07-23 00:00:00,Evening,Clear,Dry,67,20,Phone,Not Working,4,6,133782,Medium
1159,2025-07-15 00:00:00,Night,Clear,Wet,57,22,Phone,Working,4,0,64176,Low
4892,2024-08-04 00:00:00,Morning,Clear,Dry,60,76,Fatigue,Working,3,2,595549,Medium
4257,2025-04-23 00:00:00,Night,Clear,Dry,70,42,Fatigue,Working,5,5,104181,Medium
2728,2024-11-14 00:00:00,Morning,Clear,Wet,51,35,None,Working,5,9,921673,Medium
1155,2024-02-09 00:00:00,Evening,Clear,Wet,81,78,Phone,Working,2,0,476304,Medium
14,2024-09-01 00:00:00,Morning,Rain,Dry,100,30,None,Working,5,4,630073,Medium
4238,2024-03-30 00:00:00,Evening,Clear,Dry,65,28,None,Working,4,8,364217,Medium
3923,2023-09-15 00:00:00,Evening,Rain,Dry,59,38,None,Working,3,3,570335,Medium
4309,2025-09-18 00:00:00,Night,Clear,Dry,12,106,None,Working,4,8,820875,Medium
4385,2024-12-13 00:00:00,Night,Clear,Wet,80,54,None,Not Working,2,3,148271,Medium
4074,2025-11-21 00:00:00,Evening,Clear,Water-logged,74,83,Fatigue,Working,4,3,877203,Medium
158,2025-02-27 00:00:00,Evening,Rain,Dry,76,44,None,Working,2,8,937045,Medium
1211,2025-03-25 00:00:00,Afternoon,Clear,Dry,115,32,None,Working,4,3,834153,Medium
2921,2025-08-13 00:00:00,Afternoon,Rain,Water-logged,52,31,None,Working,2,5,192803,Medium
1094,2023-08-31 00:00:00,Evening,Rain,Dry,28,62,None,Working,4,0,514102,Medium
4841,2025-11-09 00:00:00,Night,Fog,Dry,63,119,Other,Working,5,0,791648,Medium
4522,2024-09-22 00:00:00,Evening,Rain,Water-logged,34,41,Fatigue,Not Working,5,8,929720,Medium
1928,2025-07-26 00:00:00,Afternoon,Rain,Dry,38,48,None,Working,3,2,635949,Medium
2021,2023-07-01 00:00:00,Night,Rain,Dry,14,100,None,Not Working,2,3,390891,Medium
624,2024-09-17 00:00:00,Afternoon,Rain,Water-logged,83,65,Fatigue,Working,5,4,480679,High
3669,2025-03-22 00:00:00,Morning,Clear,Water-logged,28,102,Phone,Blinking,2,7,405187,Medium
1300,2024-05-02 00:00:00,Evening,Clear,Dry,38,93,Phone,Working,4,1,391708,Low
923,2024-12-23 00:00:00,Night,Clear,Dry,29,110,Other,Working,3,2,630220,Medium
1933,2025-12-25 00:00:00,Evening,Clear,Dry,19,92,Fatigue,Blinking,2,3,384829,Medium
3912,2024-10-02 00:00:00,Afternoon,Rain,Dry,99,33,Fatigue,Working,3,0,409321,Medium
728,2025-08-27 00:00:00,Evening,Clear,Dry,51,59,Fatigue,Not Working,1,1,650781,Low
731,2023-07-12 00:00:00,Morning,Fog,Dry,111,64,None,Working,4,7,799171,High
2049,2024-10-24 00:00:00,Evening,Clear,Wet,67,118,Fatigue,Working,1,7,19200,High
4863,2023-10-28 00:00:00,Morning,Haze,Dry,118,83,Other,Working,5,0,813600,Medium
3520,2023-07-29 00:00:00,Morning,Fog,Dry,14,74,None,Working,4,9,457927,Medium
334,2023-09-04 00:00:00,Morning,Clear,Wet,20,59,None,Blinking,2,7,269617,Medium
1761,2025-10-07 00:00:00,Afternoon,Clear,Wet,83,93,Phone,Working,3,4,665975,Medium
3425,2024-12-20 00:00:00,Night,Clear,Water-logged,94,85,Fatigue,Working,4,6,762591,Medium
4478,2024-04-06 00:00:00,Afternoon,Fog,Damaged,83,116,Phone,Blinking,5,9,552636,High
4534,2024-06-17 00:00:00,Afternoon,Fog,Dry,20,84,None,Blinking,4,3,187335,Medium
1571,2025-05-11 00:00:00,Evening,Rain,Dry,35,59,None,Working,1,1,338276,Medium
3173,2025-06-06 00:00:00,Morning,Clear,Dry,37,38,None,Working,2,9,380553,Medium
2275,2024-01-08 00:00:00,Night,Clear,Dry,110,49,Phone,Working,1,6,541081,Medium
4925,2023-04-30 00:00:00,Morning,Clear,Dry,23,25,Fatigue,Blinking,3,2,403409,Low
1956,2024-06-04 00:00:00,Night,Clear,Wet,104,52,None,Working,2,0,793322,Low
3318,2024-07-22 00:00:00,Morning,Rain,Dry,30,70,Phone,Working,3,0,154659,Medium
877,2023-12-09 00:00:00,Evening,Fog,Dry,21,32,Phone,Working,5,0,622055,Low
46,2025-07-16 00:00:00,Evening,Rain,Wet,74,77,Phone,Working,2,5,706540,Medium
707,2024-03-25 00:00:00,Afternoon,Fog,Wet,24,21,None,Working,2,1,812013,Low
2398,2025-03-19 00:00:00,Morning,Fog,Dry,99,24,None,Working,5,5,771647,Medium
4220,2024-08-10 00:00:00,Afternoon,Clear,Dry,48,109,None,Working,4,7,958948,Medium
260,2025-02-05 00:00:00,Morning,Fog,Dry,47,74,Phone,Not Working,4,2,163083,Medium
1632,2024-08-16 00:00:00,Afternoon,Clear,Water-logged,74,30,None,Working,5,1,705614,Low
431,2024-09-07 00:00:00,Morning,Rain,Dry,86,64,None,Blinking,3,7,467742,High
3058,2025-09-17 00:00:00,Morning,Clear,Dry,113,22,Phone,Working,1,4,477406,Medium
3928,2024-06-27 00:00:00,Evening,Clear,Dry,112,61,Fatigue,Blinking,1,6,203864,Medium
212,2023-01-24 00:00:00,Evening,Clear,Dry,94,107,Fatigue,Working,4,1,889978,Medium
514,2025-05-11 00:00:00,Night,Rain,Dry,45,90,None,Not Working,3,8,998356,Medium
1694,2024-11-20 00:00:00,Morning,Fog,Water-logged,35,33,None,Working,4,6,916385,Medium
1305,2025-11-04 00:00:00,Evening,Clear,Dry,108,81,None,Working,4,8,119915,Medium
4469,2025-06-26 00:00:00,Night,Clear,Dry,18,93,None,Not Working,2,0,839939,Low
227,2024-12-09 00:00:00,Night,Rain,Wet,42,30,Phone,Working,5,3,317856,Medium
2814,2023-06-17 00:00:00,Morning,Clear,Dry,34,101,Phone,Working,1,6,639969,Medium
3686,2024-06-13 00:00:00,Evening,Rain,Dry,33,87,Phone,Not Working,4,2,450113,Medium
3617,2024-05-15 00:00:00,Evening,Haze,Dry,71,104,None,Working,5,6,555636,High
965,2024-11-09 00:00:00,Afternoon,Clear,Water-logged,21,86,Fatigue,Working,5,0,949951,Low
468,2023-03-25 00:00:00,Night,Fog,Dry,108,40,Other,Blinking,1,3,192768,Medium
